AID,sex,intoxication,intercourse_dummy,intox_most_recent_sex
96575155,2,never,1,sober
96575156,2,occasionally,1,sober
96575157,2,never,1,sober
96575159,2,frequently,1,sober
96575171,1,occasionally,1,sober
96575174,2,never,0,never
96575187,1,never,0,never
96575210,1,never,0,never
96575213,1,never,0,never
96575218,1,occasionally,1,sober
96575242,1,frequently,1,sober
96575244,1,never,0,never
96575247,2,never,0,never
96575249,2,never,1,sober
96575261,1,never,0,never
96575280,2,never,0,never
96575286,2,never,0,never
96575289,1,never,1,never
96575295,2,never,0,never
96575296,2,never,0,never
96575298,1,never,0,never
96575306,2,never,0,never
96575327,1,never,1,intoxicated
96575355,1,frequently,0,never
96575369,1,occasionally,1,sober
96575371,1,never,0,never
96575384,1,never,0,never
96575388,1,never,1,never
96575391,1,occasionally,0,never
96575407,2,occasionally,0,never
96575428,2,never,1,never
96575435,2,never,0,never
96575578,2,occasionally,1,sober
96575608,1,never,1,never
96575723,1,never,0,never
96575728,1,never,1,never
96575806,2,never,0,never
96575835,1,never,0,never
96575862,1,never,1,intoxicated
96575872,2,occasionally,0,never
96575873,1,occasionally,0,never
96575877,2,never,0,never
96575906,1,never,0,never
96575918,2,occasionally,0,never
96575926,1,never,1,sober
96575940,1,never,0,never
96575942,2,never,0,never
96575944,2,never,0,never
96575947,2,never,1,never
96575948,1,never,1,sober
96575949,2,never,1,never
96575950,2,occasionally,1,intoxicated
96575978,2,occasionally,0,never
96575990,1,never,0,never
96575995,2,never,1,never
96575996,1,never,0,never
96576003,1,never,0,never
96576087,1,occasionally,1,sober
96576144,2,never,0,never
96576167,2,occasionally,1,sober
96576200,2,occasionally,1,sober
96576203,2,occasionally,1,sober
96576212,1,occasionally,0,never
96576215,1,never,0,never
96576256,2,occasionally,1,sober
96576261,1,never,1,never
96576267,1,frequently,1,sober
96576287,2,occasionally,1,intoxicated
96576295,1,never,1,sober
96576338,1,never,0,never
96576430,1,never,0,never
96576456,2,never,0,never
96576487,2,never,0,never
96576497,1,never,0,never
96576501,1,frequently,1,sober
96576531,1,never,1,sober
96576632,1,never,0,never
96576639,2,never,0,never
96576667,2,occasionally,0,never
96576720,2,occasionally,1,sober
96576723,2,never,1,never
96576750,1,never,1,never
96576818,2,never,0,never
96576828,2,never,0,never
96576844,2,occasionally,0,never
96576865,1,never,0,never
96576905,2,occasionally,1,sober
96576922,1,never,1,never
96576994,1,never,0,never
96577089,2,occasionally,1,sober
96577123,1,never,0,never
96577156,1,never,0,never
96577222,2,never,0,never
96577223,1,never,0,never
96577224,1,never,0,never
96577263,2,never,1,sober
96577280,2,never,1,sober
96577284,1,frequently,1,sober
96577322,1,occasionally,1,sober
96577323,1,never,0,never
96577324,2,never,0,never
96577329,2,never,0,never
96577354,1,never,0,never
96577369,2,occasionally,1,sober
96577550,2,occasionally,1,sober
96577585,2,never,0,never
96577615,2,never,0,never
96577686,2,never,0,never
96577687,2,never,0,never
96577787,1,never,0,never
96577860,1,never,0,never
96577862,2,never,0,never
96577922,1,never,0,never
96577924,1,never,0,never
96577928,1,never,0,never
96577929,2,occasionally,1,sober
96577964,2,occasionally,1,sober
96577988,2,occasionally,1,sober
96578011,1,occasionally,1,sober
96578037,1,occasionally,1,sober
96578080,1,never,1,sober
96578081,2,never,1,never
96578138,2,never,0,never
96578201,2,occasionally,1,sober
96578210,1,occasionally,1,intoxicated
96578239,1,never,1,never
96578266,1,never,0,never
96578283,2,never,1,never
96578284,2,never,1,never
96578293,1,never,0,never
96578308,1,frequently,1,sober
96578347,2,occasionally,1,sober
96578383,1,never,1,never
96578399,2,never,0,never
96578410,2,never,0,never
96578431,2,never,0,never
96578483,1,never,1,never
96578484,2,never,1,sober
96578569,2,never,1,sober
96578582,2,never,1,sober
96578598,1,never,1,sober
96578602,2,never,1,never
96578615,1,occasionally,0,never
96578810,2,never,1,sober
96578839,2,never,0,never
96578896,1,frequently,1,sober
96578900,2,never,1,sober
96578910,1,occasionally,1,intoxicated
96578942,1,never,0,never
96578997,1,occasionally,1,sober
96579170,2,occasionally,0,never
96579175,2,never,1,intoxicated
96579178,1,occasionally,1,sober
96579230,1,never,0,never
96579233,1,never,NA,never
96579236,1,never,0,never
96579238,2,never,1,never
96579244,2,never,0,never
96579257,2,never,NA,never
96579259,1,never,0,never
96579261,2,never,1,sober
96579262,1,never,0,never
96579265,2,frequently,1,sober
96579267,2,never,0,never
96579268,2,never,0,never
96579270,2,occasionally,1,sober
96579271,1,never,0,never
96579293,1,never,0,never
96579296,1,occasionally,1,sober
96579298,2,occasionally,0,never
96579299,1,never,0,never
96579330,1,never,0,never
96579332,2,never,0,never
96579370,1,occasionally,1,sober
96579376,2,never,1,sober
96579930,2,never,1,never
96579932,1,never,0,never
96579935,1,never,1,never
96579936,1,never,1,sober
96579941,2,never,0,never
96579943,1,never,0,never
96579944,1,occasionally,1,sober
96579947,1,occasionally,0,never
96579958,1,never,NA,never
96579962,2,never,0,never
96579963,1,never,0,never
96579966,2,never,1,sober
96579967,1,never,1,sober
96579968,1,never,0,never
96579970,2,occasionally,1,sober
96579971,1,occasionally,1,sober
96579979,1,never,0,never
96579980,1,never,0,never
96579981,2,never,0,never
96579983,2,never,0,never
96579986,1,never,1,sober
96579996,2,frequently,1,intoxicated
96590955,1,never,0,never
96608077,1,never,0,never
96608374,2,occasionally,1,sober
96619061,2,occasionally,0,never
96619062,2,never,0,never
96619067,2,never,0,never
96619269,1,occasionally,1,sober
96619364,2,never,0,never
96619369,2,never,0,never
96619469,2,frequently,1,sober
96619661,1,never,0,never
96619960,1,frequently,0,never
96624277,2,occasionally,1,sober
96624973,2,never,0,never
96636356,2,never,1,never
96636920,2,never,1,never
96646027,2,never,0,never
96646126,2,occasionally,0,never
96676122,2,never,1,sober
96676258,2,never,1,never
96676423,2,occasionally,1,sober
96676455,1,never,0,never
96676651,1,never,0,never
96676724,1,never,0,never
96676757,1,never,NA,never
96676820,1,occasionally,0,never
96676958,1,never,1,sober
96678070,2,never,0,never
96678278,2,never,1,sober
96678376,1,occasionally,0,never
96678377,2,occasionally,1,sober
96678471,1,never,0,never
96678575,2,occasionally,0,never
96710053,1,never,0,never
96710082,2,never,0,never
96710094,2,never,1,sober
96710137,2,never,0,never
96710152,2,never,1,sober
96710153,1,never,0,never
96710187,2,never,0,never
96710196,2,never,0,never
96710217,1,never,0,never
96710237,1,never,0,never
96710284,2,never,1,sober
96710311,1,never,0,never
96710333,2,never,0,never
96710438,2,never,0,never
96710470,2,never,0,never
96710480,2,never,0,never
96710587,1,never,0,never
96710674,2,never,0,never
96710839,1,never,0,never
96710888,1,never,0,never
96710970,1,never,0,never
96710983,2,never,1,sober
96711075,2,never,0,never
96711076,2,never,0,never
96711162,1,never,0,never
96711173,2,never,0,never
96711175,2,never,0,never
96711270,1,occasionally,1,sober
96712146,1,occasionally,0,never
96712213,2,never,0,never
96712215,2,never,0,never
96712299,1,never,0,never
96712311,1,occasionally,1,never
96712349,2,never,0,never
96712372,2,never,0,never
96712399,1,never,1,never
96712900,1,never,0,never
96712905,2,never,0,never
96712909,1,never,0,never
96712912,1,never,0,never
96712916,2,never,0,never
96712973,1,never,0,never
96713094,1,never,0,never
96713133,1,occasionally,0,never
96713195,1,never,0,never
96713202,2,occasionally,0,never
96713231,2,never,0,never
96713234,1,never,0,never
96713293,2,never,0,never
96713333,2,never,0,never
96713338,1,never,1,sober
96713393,2,never,0,never
96713395,2,never,0,never
96713396,1,never,0,never
96713701,1,never,1,never
96714010,2,never,1,sober
96714015,1,never,0,never
96714020,1,never,0,never
96714047,1,never,0,never
96714083,2,never,0,never
96714216,2,never,1,never
96714219,1,never,1,never
96714232,1,never,1,never
96714234,2,never,0,never
96714240,2,occasionally,0,never
96714295,2,never,0,never
96714315,2,never,0,never
96714320,1,never,0,never
96714325,1,occasionally,1,sober
96714336,2,never,0,never
96714380,1,never,0,never
96714480,1,never,0,never
96714931,1,never,0,never
96714937,2,never,0,never
96715164,1,never,0,never
96715221,1,never,0,never
96715228,2,never,0,never
96715254,2,never,0,never
96715260,2,never,0,never
96715281,1,never,0,never
96715287,1,never,0,never
96715289,2,occasionally,0,never
96715354,1,never,0,never
96715355,2,never,0,never
96715828,2,never,0,never
96715927,2,never,1,never
96715928,1,never,0,never
96715930,2,never,0,never
96715932,1,never,0,never
96715935,2,never,0,never
96715938,1,never,0,never
96715953,2,never,1,sober
96715982,1,never,0,never
96715986,1,never,0,never
96715987,2,never,0,never
96715992,2,never,0,never
96715998,1,occasionally,0,never
96716015,1,never,0,never
96716089,1,occasionally,0,never
96716152,2,never,0,never
96716166,1,never,0,never
96716334,2,occasionally,1,intoxicated
96716339,1,never,0,never
96716422,2,never,0,never
96716489,2,never,0,never
96716523,1,never,NA,never
96716667,2,never,0,never
96716903,2,frequently,1,sober
96716904,2,never,0,never
96716905,2,never,0,never
96716910,1,occasionally,0,never
96716930,2,never,0,never
96716966,1,never,0,never
96716974,2,occasionally,1,sober
96716975,1,never,0,never
96717050,1,never,0,never
96717154,2,never,0,never
96717160,2,never,0,never
96717168,2,never,0,never
96717354,1,never,0,never
96717468,2,never,0,never
96717911,2,never,0,never
96717912,2,never,0,never
96717913,1,never,0,never
96717914,2,never,0,never
96717915,2,never,0,never
96717916,2,never,0,never
96717958,1,occasionally,0,never
96717963,1,never,0,never
96718013,1,never,1,never
96718041,1,never,0,never
96718145,1,never,0,never
96718148,2,never,NA,never
96718172,1,never,0,never
96718193,2,never,0,never
96718202,1,never,0,never
96718207,2,never,0,never
96718212,2,occasionally,1,sober
96718219,2,never,0,never
96718224,2,never,0,never
96718269,1,never,1,sober
96718298,2,never,0,never
96718362,1,never,1,sober
96718372,1,never,0,never
96718385,1,never,0,never
96718393,2,never,1,sober
96718687,2,never,0,never
96718824,2,occasionally,1,sober
96718945,1,occasionally,0,never
96718969,1,never,0,never
96719375,1,never,0,never
96719930,2,never,0,never
96719935,1,never,0,never
96719937,2,never,0,never
96719939,1,occasionally,1,sober
96719979,2,occasionally,1,sober
97374972,2,occasionally,0,never
97374976,1,never,0,never
97500137,2,never,0,never
97500221,2,never,0,never
97500227,2,occasionally,1,sober
97500273,1,occasionally,1,sober
97500376,2,frequently,1,intoxicated
97500519,2,never,0,never
97500533,1,never,0,never
97500535,2,occasionally,1,sober
97500639,2,never,0,never
97500651,1,never,0,never
97500713,2,never,0,never
97500756,1,never,0,never
97500972,2,occasionally,1,sober
97503202,2,never,1,never
97503234,1,never,1,never
97503407,1,never,0,never
97503839,1,frequently,1,sober
97503904,1,never,0,never
97504001,2,never,0,never
97504107,2,never,0,never
97504202,2,never,0,never
97504208,1,never,0,never
97504304,2,never,0,never
97504342,2,occasionally,0,never
97504443,2,occasionally,0,never
97504501,2,never,1,sober
97504523,2,never,0,never
97504703,2,never,0,never
97504728,1,frequently,1,sober
97504784,1,frequently,1,intoxicated
97506023,1,never,0,never
97506047,2,never,0,never
97506096,1,never,0,never
97506101,1,never,0,never
97506156,1,occasionally,1,sober
97506176,2,never,0,never
97506235,2,frequently,1,sober
97506329,2,never,0,never
97506330,2,never,0,never
97506332,2,occasionally,1,sober
97506336,2,never,1,never
97506696,2,never,0,never
97506775,2,never,1,sober
97506841,2,never,0,never
97506932,2,occasionally,1,sober
97506952,2,never,1,never
97506999,1,occasionally,1,sober
97507152,1,occasionally,0,never
97507853,1,never,0,never
97508073,2,occasionally,0,never
97508160,2,never,0,never
97508280,1,never,0,never
97508283,2,never,0,never
97508460,2,occasionally,1,sober
97508532,1,occasionally,1,sober
97508638,2,never,0,never
97508989,1,occasionally,1,sober
97540051,2,never,1,never
97543200,2,never,0,never
97543903,1,occasionally,0,never
97544984,2,never,1,sober
97546478,1,occasionally,1,sober
97546678,NA,never,NA,never
97546871,2,never,0,never
97548372,1,never,NA,never
97570024,2,never,1,sober
97570058,2,never,NA,never
97570077,2,never,0,never
97570088,1,never,1,never
97570089,2,never,1,never
97570213,1,occasionally,1,intoxicated
97570231,2,never,0,never
97570272,1,never,1,never
97570391,1,occasionally,0,never
97570454,1,never,0,never
97570472,2,occasionally,1,sober
97570490,2,never,0,never
97570523,2,never,0,never
97570696,2,never,1,sober
97570714,1,never,1,sober
97570725,2,frequently,1,sober
97570726,2,never,1,never
97570739,1,never,1,never
97570817,2,never,0,never
97570839,2,never,1,sober
97570851,1,never,1,never
97570875,2,occasionally,1,sober
97570892,2,never,1,never
97570938,1,never,0,never
97570992,1,occasionally,1,sober
97571068,1,never,0,never
97571078,2,never,0,never
97571079,2,occasionally,1,sober
97571100,1,never,0,never
97571113,2,never,0,never
97571116,1,never,0,never
97571175,1,never,0,never
97571200,2,frequently,1,intoxicated
97571207,2,occasionally,1,intoxicated
97571208,1,never,0,never
97571216,1,never,1,sober
97571277,2,never,1,sober
97571377,2,never,1,sober
97571409,2,never,0,never
97571419,2,never,0,never
97571465,2,never,0,never
97571509,2,never,0,never
97571600,2,never,0,never
97571701,1,never,0,never
97571707,1,never,0,never
97571764,2,occasionally,0,never
97571800,1,never,0,never
97571802,1,occasionally,0,never
97571812,1,occasionally,0,never
97571818,1,occasionally,1,sober
97571865,1,never,0,never
97571868,1,occasionally,0,never
97571875,2,never,0,never
97571900,1,occasionally,0,never
97571960,2,occasionally,1,sober
97572000,1,occasionally,1,sober
97572009,2,never,0,never
97572043,2,frequently,0,never
97572066,1,never,0,never
97572071,2,occasionally,1,sober
97572076,1,never,0,never
97572078,2,never,0,never
97572102,2,never,0,never
97572142,1,occasionally,1,sober
97572145,2,never,1,sober
97572163,2,never,0,never
97572191,1,never,0,never
97572216,2,occasionally,1,sober
97572220,2,never,1,sober
97572221,1,occasionally,1,sober
97572266,1,occasionally,0,never
97572271,2,occasionally,0,never
97572278,1,never,0,never
97572282,1,never,0,never
97572292,2,occasionally,1,intoxicated
97572310,2,frequently,1,intoxicated
97572313,2,occasionally,1,sober
97572319,1,occasionally,1,intoxicated
97572320,2,never,0,never
97572323,1,never,1,sober
97572324,2,never,1,never
97572325,2,never,0,never
97572362,2,occasionally,1,sober
97572367,2,never,0,never
97572381,2,never,1,never
97572387,1,never,1,never
97572464,2,never,0,never
97572643,1,occasionally,0,never
97572646,2,never,0,never
97572660,1,never,0,never
97572808,1,never,0,never
97572860,2,never,0,never
97572861,1,never,0,never
97572870,1,never,0,never
97572914,2,occasionally,0,never
97572921,1,occasionally,1,sober
97572926,1,never,0,never
97572943,1,never,1,sober
97572947,1,occasionally,1,sober
97572967,2,never,0,never
97572980,1,never,0,never
97572996,1,occasionally,1,sober
97573038,2,never,1,never
97573210,1,never,1,sober
97573227,1,never,1,sober
97573293,1,occasionally,1,intoxicated
97573295,1,occasionally,1,sober
97573319,2,never,0,never
97573327,2,never,0,never
97573333,2,never,0,never
97573418,2,never,1,sober
97573419,2,never,0,never
97573496,2,never,0,never
97573537,1,occasionally,0,never
97573612,2,occasionally,1,sober
97573616,1,occasionally,1,sober
97573814,1,occasionally,0,never
97573910,1,never,0,never
97573916,1,never,0,never
97573929,1,never,1,never
97573933,2,never,1,sober
97573942,1,frequently,1,sober
97573943,2,occasionally,1,sober
97573946,1,never,1,sober
97573949,1,occasionally,1,intoxicated
97573952,1,never,0,never
97573953,1,never,0,never
97573954,2,never,0,never
97573957,1,never,0,never
97574003,2,never,0,never
97574019,1,frequently,0,never
97574031,2,frequently,1,sober
97574044,1,never,0,never
97574089,1,occasionally,1,sober
97574090,1,never,1,sober
97574091,2,occasionally,1,intoxicated
97574102,2,never,0,never
97574126,1,never,1,sober
97574127,2,never,0,never
97574142,1,never,1,never
97574287,1,frequently,1,intoxicated
97574300,2,never,0,never
97574303,2,never,0,never
97574406,1,never,0,never
97574407,2,occasionally,1,sober
97574410,2,never,1,never
97574413,2,never,1,never
97574419,1,never,1,sober
97574433,2,never,1,never
97574490,1,occasionally,0,never
97574498,2,occasionally,0,never
97574533,1,never,1,sober
97574611,2,never,1,never
97574649,1,frequently,1,sober
97574703,2,never,0,never
97574707,1,never,0,never
97574739,2,occasionally,1,sober
97574749,1,never,1,never
97574800,2,never,0,never
97574815,1,never,1,never
97574835,2,never,1,sober
97574839,1,occasionally,1,sober
97574911,1,frequently,1,sober
97574939,2,never,NA,never
97575003,2,never,1,never
97575020,2,never,0,never
97575092,2,never,1,sober
97575096,2,never,0,never
97575130,2,never,0,never
97575153,1,never,1,sober
97575154,2,never,0,never
97575155,1,never,1,sober
97575173,2,never,0,never
97575177,2,occasionally,0,never
97575194,1,never,1,sober
97575199,2,never,0,never
97575219,1,never,0,never
97575221,2,never,1,never
97575226,2,never,0,never
97575240,2,never,0,never
97575254,2,frequently,1,sober
97575260,1,never,0,never
97575262,2,occasionally,1,intoxicated
97575267,2,never,0,never
97575274,1,never,0,never
97575287,1,never,0,never
97575296,2,never,0,never
97575303,2,never,0,never
97575306,1,occasionally,1,sober
97575312,1,never,0,never
97575314,2,never,0,never
97575324,1,never,1,sober
97575331,1,never,0,never
97575333,2,never,1,never
97575335,2,never,0,never
97575339,2,never,0,never
97575350,1,never,0,never
97575351,2,occasionally,1,sober
97575355,1,frequently,1,sober
97575356,1,never,1,sober
97575362,1,frequently,0,never
97575366,2,never,0,never
97575375,1,never,1,sober
97575398,2,occasionally,1,sober
97575406,1,occasionally,1,sober
97575409,1,occasionally,0,never
97575425,1,never,1,sober
97575433,2,occasionally,0,never
97575435,2,never,0,never
97575463,1,occasionally,1,sober
97575471,2,occasionally,1,intoxicated
97575529,2,never,1,never
97575800,1,never,0,never
97575820,2,never,0,never
97575830,1,never,0,never
97575900,2,never,0,never
97575907,2,never,0,never
97575916,2,never,0,never
97575918,2,never,0,never
97575922,2,never,0,never
97575924,1,occasionally,1,sober
97575940,1,never,0,never
97575942,1,occasionally,1,sober
97575946,2,occasionally,0,never
97575956,2,never,1,never
97575964,2,occasionally,1,sober
97575987,2,never,1,never
97575994,1,occasionally,0,never
97575997,2,never,0,never
97576012,2,never,0,never
97576051,1,occasionally,1,sober
97576061,2,occasionally,0,never
97576133,2,never,0,never
97576140,2,frequently,0,never
97576148,1,never,0,never
97576169,1,occasionally,1,sober
97576210,1,occasionally,1,sober
97576261,2,never,0,never
97576289,2,occasionally,0,never
97576315,1,occasionally,0,never
97576316,2,never,1,sober
97576367,1,occasionally,0,never
97576406,1,occasionally,1,sober
97576411,1,occasionally,1,sober
97576431,1,never,0,never
97576448,1,frequently,1,sober
97576451,2,never,1,never
97576452,2,never,0,never
97576475,1,occasionally,1,sober
97576486,2,occasionally,1,sober
97576507,2,never,0,never
97576535,2,never,0,never
97576566,1,never,1,never
97576575,2,never,0,never
97576594,2,occasionally,0,never
97576617,2,never,1,never
97576619,2,occasionally,1,sober
97576622,2,never,0,never
97576635,1,never,0,never
97576663,2,never,0,never
97576667,2,occasionally,1,sober
97576673,2,occasionally,1,sober
97576784,2,never,0,never
97576866,2,occasionally,1,sober
97576900,1,never,0,never
97576901,1,never,0,never
97576913,2,occasionally,0,never
97576924,1,never,1,never
97576951,2,never,0,never
97577053,2,never,0,never
97577054,2,never,0,never
97577068,1,frequently,1,sober
97577122,1,occasionally,1,sober
97577123,1,never,0,never
97577127,2,never,0,never
97577167,1,frequently,1,sober
97577187,1,never,1,sober
97577220,2,never,0,never
97577226,1,never,0,never
97577227,2,never,0,never
97577229,1,never,0,never
97577267,1,never,1,never
97577281,1,never,0,never
97577322,2,occasionally,0,never
97577327,2,never,0,never
97577511,2,never,1,intoxicated
97577585,2,never,0,never
97577588,1,never,1,intoxicated
97577717,2,never,1,never
97577865,1,never,0,never
97577918,2,never,0,never
97577922,2,never,0,never
97577926,2,occasionally,0,never
97577927,2,never,0,never
97577961,2,never,1,never
97578005,2,occasionally,1,sober
97578033,1,occasionally,1,sober
97578112,1,occasionally,1,sober
97578122,2,never,1,never
97578132,2,never,1,never
97578149,2,never,1,never
97578211,2,occasionally,1,sober
97578219,2,never,1,never
97578245,1,never,0,never
97578263,1,frequently,1,sober
97578290,2,frequently,1,sober
97578298,2,never,0,never
97578304,1,never,1,never
97578314,1,never,0,never
97578317,2,never,0,never
97578366,2,never,1,sober
97578394,2,never,0,never
97578442,2,never,1,never
97578464,1,frequently,1,sober
97578482,1,never,0,never
97578485,2,never,0,never
97578496,2,never,0,never
97578524,1,occasionally,1,sober
97578532,1,never,1,never
97578541,1,frequently,1,sober
97578580,1,never,1,never
97578585,2,never,0,never
97578608,2,never,1,sober
97578690,2,occasionally,1,sober
97578695,1,never,1,sober
97578812,1,frequently,1,sober
97578823,2,never,0,never
97578883,1,never,1,never
97578889,1,never,0,never
97578905,1,never,1,never
97578911,2,never,1,never
97578980,1,occasionally,1,sober
97579232,2,never,0,never
97579237,2,never,0,never
97579238,1,occasionally,1,sober
97579263,2,never,0,never
97579268,1,never,0,never
97579274,2,occasionally,1,sober
97579279,2,never,0,never
97579293,1,occasionally,0,never
97579295,2,never,1,sober
97579298,2,occasionally,1,sober
97579299,1,occasionally,1,sober
97579338,2,never,0,never
97579376,1,never,0,never
97579379,2,never,1,sober
97579935,2,never,0,never
97579938,1,occasionally,1,sober
97579946,1,occasionally,0,never
97579948,1,never,0,never
97579950,1,never,NA,never
97579955,1,never,NA,never
97579960,2,never,0,never
97579963,1,never,0,never
97579967,2,occasionally,0,never
97579973,1,occasionally,0,never
97579986,2,never,0,never
97579987,2,never,0,never
97579990,2,occasionally,0,never
97579992,2,occasionally,1,sober
97579996,2,never,0,never
97579998,2,never,0,never
97590354,1,never,0,never
97606524,2,never,0,never
97606620,2,never,0,never
97608170,2,never,0,never
97608178,1,never,1,sober
97608374,1,never,0,never
97608870,2,occasionally,1,sober
97608972,2,never,1,sober
97614378,1,occasionally,0,never
97614777,2,never,1,sober
97614875,2,occasionally,1,sober
97614978,2,occasionally,1,sober
97619466,2,occasionally,0,never
97619960,2,never,1,sober
97619969,2,never,0,never
97646125,1,never,0,never
97646225,1,never,0,never
97676858,1,never,0,never
97676929,1,never,0,never
97676956,2,occasionally,0,never
97678071,1,occasionally,1,sober
97678273,2,occasionally,1,intoxicated
97678274,2,never,0,never
97678371,1,never,0,never
97678475,1,occasionally,1,sober
97678577,1,occasionally,0,never
97678678,2,occasionally,0,never
97678773,1,occasionally,1,sober
97678775,2,never,0,never
97710039,1,never,0,never
97710114,2,never,0,never
97710115,1,never,0,never
97710183,1,frequently,0,never
97710198,2,never,0,never
97710215,2,never,0,never
97710255,2,never,0,never
97710330,1,never,0,never
97710455,2,never,0,never
97710486,1,never,0,never
97710575,1,never,0,never
97710657,2,occasionally,0,never
97710686,1,never,0,never
97710915,2,never,0,never
97711063,1,never,0,never
97711065,2,never,0,never
97711071,2,never,1,sober
97711072,2,never,0,never
97711075,1,never,0,never
97711271,2,never,1,never
97711272,1,never,NA,never
97711377,2,occasionally,0,never
97712212,2,never,0,never
97712240,2,never,0,never
97712279,1,never,0,never
97712290,1,never,0,never
97712349,2,occasionally,1,sober
97712972,1,never,0,never
97712990,2,never,0,never
97712994,2,never,0,never
97712995,1,never,0,never
97712998,2,never,0,never
97712999,1,never,0,never
97713039,1,never,1,never
97713236,1,occasionally,0,never
97713293,1,never,0,never
97713295,2,frequently,0,never
97713299,1,never,0,never
97713393,2,occasionally,1,sober
97713404,1,frequently,1,sober
97713507,1,never,1,never
97713607,1,never,NA,never
97713990,2,never,0,never
97713994,1,never,0,never
97714011,2,never,0,never
97714018,2,never,0,never
97714021,2,never,0,never
97714029,1,never,0,never
97714046,2,occasionally,0,never
97714097,2,occasionally,1,sober
97714115,1,never,1,sober
97714119,1,never,1,sober
97714214,2,never,1,never
97714234,1,never,1,sober
97714480,2,occasionally,0,never
97714489,2,never,1,sober
97714894,2,never,0,never
97714915,2,never,0,never
97714918,1,never,1,sober
97714933,1,never,0,never
97714981,1,never,0,never
97714991,2,never,0,never
97715120,1,never,0,never
97715124,2,never,0,never
97715250,2,never,0,never
97715351,2,never,0,never
97715354,2,never,1,never
97715355,2,never,0,never
97715363,2,never,0,never
97715898,1,never,0,never
97715952,2,never,0,never
97715953,1,never,0,never
97715983,2,never,NA,never
97715984,1,never,0,never
97715986,1,never,0,never
97715987,1,never,0,never
97715989,1,never,0,never
97716065,1,never,0,never
97716090,2,never,0,never
97716098,2,occasionally,1,sober
97716153,1,never,0,never
97716160,1,never,0,never
97716162,1,never,0,never
97716186,2,never,0,never
97716210,2,never,0,never
97716216,2,never,0,never
97716316,1,never,0,never
97716318,2,never,0,never
97716335,1,never,0,never
97716338,2,never,0,never
97716880,2,never,0,never
97716884,2,never,0,never
97716908,2,never,0,never
97716931,2,occasionally,0,never
97716973,1,never,0,never
97716975,1,never,0,never
97716976,2,never,0,never
97716977,1,never,0,never
97717059,1,never,0,never
97717162,1,never,0,never
97717867,2,never,0,never
97717958,2,never,0,never
97717964,2,never,0,never
97718040,2,never,0,never
97718048,1,never,0,never
97718109,2,never,0,never
97718125,2,never,0,never
97718145,2,never,0,never
97718147,1,never,0,never
97718185,2,never,0,never
97718192,2,never,0,never
97718212,1,never,1,never
97718213,1,never,1,never
97718215,2,never,1,intoxicated
97718277,2,never,0,never
97718289,2,never,0,never
97718300,2,never,0,never
97718314,2,never,1,never
97718375,2,never,0,never
97718384,1,never,0,never
97718886,2,never,0,never
97718888,2,never,0,never
97718910,2,never,0,never
97718940,1,occasionally,1,sober
97718948,2,never,0,never
97718960,2,never,1,sober
97718975,2,never,0,never
97718990,2,never,0,never
97718993,1,never,1,sober
97718995,2,never,0,never
97719278,2,occasionally,0,never
97719936,2,never,0,never
98316158,2,never,0,never
98316359,2,occasionally,0,never
98316456,1,never,0,never
98500013,1,frequently,1,sober
98500035,1,occasionally,1,sober
98500210,1,never,1,never
98500236,1,frequently,0,never
98500373,1,never,0,never
98500510,2,never,1,never
98500533,1,never,0,never
98500558,2,never,1,sober
98500631,2,occasionally,0,never
98500636,1,never,NA,never
98500659,1,never,0,never
98500831,1,never,0,never
98500910,1,never,0,never
98500924,1,never,0,never
98500927,1,occasionally,1,sober
98500979,2,never,0,never
98500988,2,never,1,never
98503002,1,never,1,sober
98503032,2,never,1,never
98503036,2,never,0,never
98503337,1,occasionally,0,never
98503705,2,never,1,intoxicated
98504005,1,never,0,never
98504108,1,never,1,never
98504249,2,never,0,never
98504280,1,occasionally,1,sober
98504304,1,never,0,never
98504306,2,never,0,never
98504307,2,never,0,never
98504406,1,never,1,sober
98504524,2,never,0,never
98504600,1,never,0,never
98504629,2,occasionally,0,never
98504703,1,never,1,sober
98504801,1,never,0,never
98504806,2,never,0,never
98504843,2,never,0,never
98506043,1,never,0,never
98506073,2,never,0,never
98506086,2,occasionally,1,sober
98506180,1,occasionally,0,never
98506201,1,never,0,never
98506243,2,never,1,sober
98506254,1,never,0,never
98506341,1,frequently,1,sober
98506355,2,occasionally,1,sober
98506356,2,occasionally,1,sober
98506425,2,never,1,sober
98506490,1,occasionally,1,intoxicated
98506495,2,never,0,never
98506528,2,never,1,never
98506529,1,never,1,never
98506629,2,never,0,never
98506683,2,occasionally,0,never
98506870,1,occasionally,1,intoxicated
98506929,2,never,0,never
98506942,2,occasionally,0,never
98506970,2,never,0,never
98506994,2,occasionally,1,sober
98506995,1,never,1,sober
98507316,1,never,0,never
98508164,2,never,0,never
98508237,1,never,0,never
98508239,2,never,0,never
98508322,2,never,1,never
98508421,2,never,0,never
98508633,2,never,1,sober
98508762,2,never,0,never
98508823,1,occasionally,1,sober
98508975,1,never,0,never
98508984,1,never,1,sober
98540213,2,never,0,never
98540257,1,never,1,never
98540352,1,never,1,sober
98540656,1,never,0,never
98540752,2,never,NA,never
98544206,2,never,0,never
98546321,2,never,NA,never
98570080,2,never,1,never
98570081,1,occasionally,1,sober
98570122,2,never,1,sober
98570132,1,occasionally,1,sober
98570139,1,frequently,1,intoxicated
98570232,1,never,0,never
